title,release_year,age_certification,runtime,production_countries,seasons,imdb_score,imdb_votes,tmdb_popularity,top_genres,average_score
The Secret Life of the American Teenager,2008,TV-14,43,['US'],5.0,5.0,19991.0,24.588,"['comedy', 'drama']",6.195
Hellsing,2001,TV-MA,23,['JP'],1.0,7.8,16069.0,32.783,"['action', 'animation']",8.045
Fate/stay night,2006,TV-14,24,['JP'],3.0,7.3,5655.0,15.309,"['drama', 'scifi']",7.525
Packed to the Rafters,2008,,44,['AU'],6.0,7.5,2259.0,10.697,"['comedy', 'drama']",8.030000000000001
The Guardian,2001,TV-PG,44,['US'],3.0,7.4,5225.0,9.549,"['crime', 'drama']",7.395
The Riches,2007,TV-MA,48,['US'],2.0,7.8,8325.0,4.775,"['comedy', 'drama']",7.64
Deadly Women,2005,TV-14,44,['US'],14.0,7.9,1797.0,7.982,"['crime', 'documentation']",8.23
Brotherhood,2006,TV-MA,54,['US'],3.0,7.7,7406.0,10.716,"['crime', 'drama']",7.5
Durarara!!,2010,TV-14,24,['JP'],2.0,7.8,7136.0,24.266,"['action', 'thriller']",7.91
Melissa & Joey,2010,TV-14,22,['US'],4.0,7.0,18721.0,12.855,"['comedy', 'drama']",7.105
The Hills,2006,TV-PG,23,['US'],6.0,3.6,11235.0,5.844,"['drama', 'reality']",4.505
Celebrity Love Island,2005,,48,['GB'],2.0,2.3,138.0,0.6,"['reality', 'romance']",5.385
Maid Sama!,2010,TV-14,24,['JP'],1.0,8.0,7111.0,31.163,"['comedy', 'drama']",8.505
The Bernie Mac Show,2001,TV-PG,22,['US'],5.0,7.1,7716.0,13.608,"['comedy', 'drama']",6.93
Unusual Suspects,2010,TV-14,43,['US'],9.0,7.6,896.0,5.323,"['crime', 'documentation']",7.585
Eli Stone,2008,TV-14,49,['US'],2.0,7.7,10038.0,8.627,"['comedy', 'scifi']",7.41
My Wife and Kids,2001,TV-PG,22,['US'],5.0,6.8,27362.0,23.484,"['comedy', 'family']",7.23
Samantha Who?,2007,TV-14,22,['US'],2.0,7.3,10729.0,7.724,"['comedy', 'romance']",7.074999999999999
Flavor of Love,2006,TV-14,45,['US'],3.0,4.5,2187.0,1.392,"['reality', 'romance']",5.45
City Homicide,2007,,45,['AU'],5.0,7.4,1407.0,10.332,"['drama', 'thriller']",7.26
Guyver: The Bioboosted Armor,2005,,24,['JP'],1.0,7.8,750.0,4.221,"['action', 'animation']",8.135
Yu-Gi-Oh! GX,2004,TV-Y,23,['JP'],4.0,6.8,4601.0,42.741,"['action', 'family']",7.545
Shark,2006,TV-14,51,['US'],2.0,7.1,11596.0,11.888,"['crime', 'drama']",7.199999999999999
Sleeper Cell,2005,TV-MA,54,['US'],2.0,8.0,6290.0,4.727,"['crime', 'drama']",8.01
.hack,2002,TV-14,24,['JP'],3.0,6.8,1301.0,11.181,"['action', 'thriller']",6.915
The Marvelous Misadventures of Flapjack,2008,TV-Y7,17,['US'],3.0,7.8,13688.0,23.719,"['comedy', 'scifi']",8.0
Daniel Deronda,2002,TV-PG,50,['GB'],1.0,7.2,4832.0,5.482,"['drama', 'history']",7.655000000000001
Full Metal Panic!,2002,TV-14,24,['JP'],4.0,7.6,5476.0,27.836,"['comedy', 'scifi']",7.539999999999999
Make It or Break It,2009,TV-14,45,['US'],3.0,7.5,9983.0,12.787,"['comedy', 'drama']",7.805000000000001
Chowder,2007,TV-Y7,17,['US'],4.0,7.4,13523.0,25.051,"['animation', 'comedy']",7.89
Rock of Love with Bret Michaels,2007,TV-14,45,['US'],3.0,4.7,1866.0,1.898,"['music', 'reality']",4.74
Chuggington,2008,TV-Y,12,['GB'],6.0,6.5,29.0,11.069,"['animation', 'family']",7.17
"Drugs, Inc.",2010,TV-14,46,['US'],9.0,7.8,1376.0,5.365,"['crime', 'documentation']",8.315
D.Gray-man,2006,TV-14,23,['JP'],2.0,7.7,4183.0,17.943,"['drama', 'scifi']",8.085
Kenichi: The Mightiest Disciple,2006,TV-PG,24,['JP'],2.0,8.1,2108.0,52.173,"['action', 'animation']",8.375
All of Us,2003,TV-PG,20,['US'],4.0,5.7,1525.0,9.573,['comedy'],6.5
Hidden Passion,2003,TV-14,43,['CO'],2.0,7.8,2385.0,2989.846,"['drama', 'romance']",7.819999999999999
Digimon Tamers,2001,TV-Y7,24,['JP'],2.0,7.7,2021.0,51.689,"['action', 'scifi']",8.265
10 Things I Hate About You,2009,TV-14,22,['US'],1.0,7.3,6001.0,9.38,['comedy'],7.48
October Road,2007,TV-PG,44,['US'],2.0,7.4,4540.0,5.877,"['comedy', 'drama']",7.530000000000001
A Certain Magical Index,2008,TV-14,23,['JP'],3.0,6.9,1855.0,72.972,"['comedy', 'scifi']",7.369999999999999
Desert Punk,2004,TV-MA,24,['JP'],1.0,7.2,1329.0,3.908,"['action', 'animation']",7.564999999999999
The Cleveland Show,2009,TV-14,24,['US'],4.0,5.6,41079.0,46.6,"['comedy', 'drama']",5.91
Kimi ni Todoke: From Me to You,2009,TV-G,22,['JP'],2.0,7.8,3784.0,30.842,"['animation', 'comedy']",8.315
Fruits Basket,2001,TV-PG,24,['JP'],1.0,7.9,5743.0,11.919,"['animation', 'romance']",7.780000000000001
The Electric Company,2009,,27,['US'],3.0,7.5,350.0,4.738,"['comedy', 'scifi']",8.75
REBORN!,2006,TV-14,23,['JP'],9.0,7.7,1478.0,35.33,"['action', 'animation']",8.219999999999999
Banged Up Abroad,2007,TV-14,46,['GB'],14.0,,,4.8,['documentation'],7.75
Samurai 7,2004,TV-PG,27,['JP'],1.0,7.6,4086.0,8.957,"['action', 'scifi']",7.27
Basilisk,2005,TV-MA,24,['JP'],2.0,7.8,3955.0,29.392,"['scifi', 'war']",7.865
The Farmer Wants a Wife,2007,,55,['AU'],10.0,5.8,76.0,1.004,"['reality', 'romance']",6.55
Gungrave,2003,TV-MA,25,['JP'],1.0,7.9,4849.0,13.476,"['action', 'scifi']",8.005
Psychic Kids,2008,TV-14,44,['US'],3.0,6.1,333.0,0.635,"['documentation', 'reality']",5.8
Total Wipeout,2009,,58,['GB'],6.0,5.9,1472.0,5.572,"['european', 'reality']",6.825
Bakuman。,2010,TV-PG,24,['JP'],3.0,8.0,2321.0,26.282,"['animation', 'comedy']",8.235
Kick Buttowski: Suburban Daredevil,2010,TV-Y7,23,['US'],2.0,6.6,4980.0,176.619,"['action', 'comedy']",7.489999999999999
xxxHOLiC,2006,TV-PG,25,['JP'],2.0,7.6,1844.0,32.056,"['fantasy', 'scifi']",7.539999999999999
Rosario + Vampire,2008,TV-MA,25,['JP'],2.0,6.9,2979.0,27.2,"['romance', 'scifi']",7.64
Eden of the East,2009,TV-MA,22,['JP'],1.0,7.5,3703.0,8.225,"['action', 'thriller']",7.58
The F Word,2005,TV-MA,49,['GB'],5.0,6.9,1645.0,2.831,"['documentation', 'reality']",6.875
Devil May Cry,2007,TV-14,24,['JP'],1.0,7.0,5088.0,17.726,"['action', 'scifi']",7.375
Witchblade,2006,TV-MA,24,['JP'],1.0,7.0,1434.0,27.888,"['animation', 'scifi']",7.6
Yu-Gi-Oh! 5D's,2008,TV-Y7,24,['JP'],5.0,6.9,1629.0,13.423,"['fantasy', 'scifi']",7.595
The Prince of Tennis,2001,TV-PG,23,['JP'],13.0,6.9,9.0,48.027,"['comedy', 'sport']",7.775
Lincoln Heights,2007,TV-14,42,['US'],4.0,7.6,1891.0,4.721,"['comedy', 'drama']",8.44
Big Windup!,2007,TV-14,24,['JP'],2.0,7.6,271.0,14.338,"['comedy', 'drama']",7.675
A Certain Scientific Railgun,2009,TV-14,24,['JP'],3.0,7.5,1482.0,64.389,"['animation', 'scifi']",7.265000000000001
Digimon Frontier,2002,TV-Y7,23,['JP'],2.0,6.7,2665.0,34.736,"['action', 'fantasy']",7.314999999999999
School Rumble,2004,TV-PG,24,['JP'],2.0,7.8,2008.0,6.875,"['animation', 'comedy']",7.955
Corpse Princess,2008,TV-MA,23,['JP'],2.0,7.0,273.0,9.307,"['action', 'scifi']",7.735
Oliver Twist,2007,TV-14,48,['GB'],1.0,7.3,2886.0,9.947,['drama'],7.119999999999999
Hikaru no Go,2001,TV-G,23,['JP'],3.0,8.3,1225.0,16.257,"['fantasy', 'scifi']",7.98
Last Exile,2003,TV-PG,25,['JP'],2.0,7.9,3636.0,13.746,"['action', 'scifi']",7.825
ItaKiss,2008,TV-14,25,['JP'],1.0,7.3,1584.0,3.042,"['animation', 'comedy']",7.165
Hetalia,2009,TV-MA,5,['JP'],6.0,7.4,1314.0,11.964,"['animation', 'comedy']",6.765000000000001
Nabari no Ou,2008,TV-14,23,['JP'],1.0,6.4,298.0,7.035,"['drama', 'scifi']",6.94
Baka and Test: Summon the Beasts,2010,TV-14,25,['JP'],2.0,7.2,1324.0,26.579,"['fantasy', 'scifi']",7.744999999999999
Stigma of the Wind,2007,TV-14,25,['JP'],1.0,7.2,1640.0,17.942,"['romance', 'scifi']",7.52
Australia's Next Top Model,2005,TV-14,54,['AU'],10.0,6.2,497.0,2.135,['reality'],5.76
Tokyo Majin Gakuen Kenpucho,2007,TV-MA,24,['JP'],2.0,6.3,122.0,5.894,"['action', 'fantasy']",6.9350000000000005
Heroic Age,2007,TV-PG,23,['JP'],1.0,7.1,532.0,5.338,"['action', 'animation']",7.199999999999999
Gun x Sword,2005,TV-14,24,['JP'],1.0,7.2,540.0,12.402,"['action', 'scifi']",7.475
Dragonaut: The Resonance,2007,TV-14,25,['JP'],1.0,6.1,116.0,10.21,"['action', 'scifi']",7.015
Huge,2010,TV-14,44,['US'],1.0,7.3,1136.0,4.657,"['comedy', 'drama']",6.984999999999999
The Sacred Blacksmith,2009,TV-MA,24,['JP'],1.0,6.4,415.0,5.656,"['drama', 'scifi']",6.895
Zeke and Luther,2009,TV-Y7,22,['US'],3.0,6.3,3413.0,9.607,"['action', 'comedy']",7.25
Shuffle!,2005,TV-MA,24,['JP'],1.0,6.8,800.0,3.937,"['animation', 'drama']",6.375
Tenchi Muyo! War on Geminar,2009,TV-MA,45,['JP'],1.0,7.1,244.0,8.08,"['scifi', 'war']",7.199999999999999
Tokyo Magnitude 8.0,2009,TV-14,23,['JP'],1.0,7.8,1595.0,5.856,"['animation', 'drama']",7.685
Air Gear,2006,TV-MA,24,['JP'],2.0,7.1,1269.0,11.42,"['action', 'animation']",7.380000000000001
The Wallflower,2006,TV-14,23,['JP'],1.0,7.3,1053.0,5.278,"['comedy', 'drama']",7.029999999999999
Black Blood Brothers,2006,TV-MA,24,['JP'],1.0,6.9,1209.0,3.635,"['comedy', 'drama']",6.875
Junjou Romantica,2008,TV-MA,26,['JP'],3.0,7.7,1649.0,32.126,"['comedy', 'drama']",7.41
Nura: Rise of the Yokai Clan,2010,TV-MA,24,['JP'],3.0,7.7,366.0,20.071,"['action', 'scifi']",7.77
Jamie Oliver's Food Revolution,2010,,44,['US'],2.0,8.0,805.0,1.498,['reality'],7.92
Aquarion,2005,TV-PG,27,['JP'],3.0,5.8,32.0,27.305,"['action', 'scifi']",6.145
Second chance,2005,TV-14,43,"['CO', 'US']",1.0,6.7,758.0,1.4,"['drama', 'scifi']",7.225
Blue Dragon,2007,TV-14,22,['JP'],2.0,6.2,331.0,7.359,"['action', 'scifi']",7.155000000000001
Kaleido Star,2003,TV-14,24,['JP'],3.0,7.8,890.0,10.427,"['animation', 'scifi']",8.0
Missing,2010,,39,['US'],1.0,7.4,133.0,3.074,"['action', 'crime']",7.395
Negima!? Magister Negi Magi,2006,TV-MA,25,['JP'],2.0,6.0,260.0,8.554,"['action', 'comedy']",6.425
Full Metal Panic? Fumoffu,2003,TV-14,24,['JP'],2.0,7.7,5431.0,10.312,"['comedy', 'drama']",7.59
Daisy of Love,2009,TV-14,44,['US'],1.0,4.4,516.0,1.019,"['reality', 'romance']",4.4
Shakugan no Shana,2005,TV-14,24,['JP'],3.0,7.0,1060.0,19.506,"['action', 'scifi']",7.375
Buso Renkin,2006,TV-14,27,['JP'],1.0,6.8,539.0,13.808,"['action', 'scifi']",7.275
Aurora,2010,,42,['US'],2.0,7.1,201.0,15.447,"['crime', 'scifi']",7.289999999999999
Alguien Te Mira,2010,,42,['US'],1.0,7.8,167.0,7.69,"['crime', 'horror']",8.9
Chrome Shelled Regios,2009,TV-MA,24,['JP'],1.0,7.0,517.0,16.02,"['animation', 'scifi']",7.375
The Tower of Druaga: The Aegis of Uruk,2008,TV-14,25,['JP'],2.0,6.6,263.0,10.184,"['romance', 'scifi']",7.130000000000001
El Clon,2010,,43,"['CO', 'US']",1.0,6.9,416.0,21.849,['drama'],7.46
Samurai Harem,2009,TV-14,24,['JP'],1.0,5.9,259.0,10.601,"['comedy', 'drama']",6.735
Tears to Tiara,2009,TV-14,24,['JP'],1.0,6.4,186.0,3.224,"['action', 'scifi']",7.525
Nostradamus Effect,2009,,44,['US'],1.0,5.0,209.0,2.023,"['documentation', 'history']",6.15
dot hack roots,2006,TV-14,25,['JP'],1.0,6.1,310.0,7.331,"['action', 'animation']",6.565
College Hill,2004,TV-14,22,['US'],6.0,5.0,138.0,0.851,['reality'],5.0
Elena's Ghost,2010,,44,['US'],1.0,7.1,124.0,4.239,"['romance', 'thriller']",7.109999999999999
NASA 360,2010,,24,['US'],2.0,7.6,7.0,0.6,['documentation'],7.6
La Diosa Coronada,2010,,41,"['CO', 'US']",1.0,7.5,25.0,2.021,['drama'],7.355
Baldwin Hills,2007,TV-14,21,['US'],3.0,4.3,150.0,0.6,"['drama', 'reality']",4.3
Line of Duty,2012,TV-MA,60,['GB'],6.0,8.7,55784.0,52.202,"['crime', 'thriller']",8.54
Bob's Burgers,2011,TV-14,22,['US'],12.0,8.2,76662.0,121.393,"['animation', 'comedy']",8.155000000000001
American Horror Story,2011,TV-MA,45,['US'],10.0,8.0,304893.0,149.195,"['drama', 'scifi']",8.145
Homeland,2011,TV-MA,52,['US'],8.0,8.3,335014.0,44.393,"['thriller', 'war']",8.025
Chicago Fire,2012,TV-14,41,['US'],11.0,8.0,54653.0,284.25,"['action', 'drama']",8.280000000000001
The Killing,2011,TV-MA,46,['US'],4.0,8.3,108584.0,17.266,"['crime', 'drama']",8.205000000000002
Elementary,2012,TV-14,42,['US'],7.0,7.9,109183.0,63.963,"['crime', 'drama']",7.825
Workaholics,2011,TV-14,22,['US'],7.0,8.1,50740.0,22.704,['comedy'],7.880000000000001
Happy Endings,2011,TV-14,21,['US'],3.0,7.8,37778.0,19.134,"['comedy', 'romance']",7.595
Scandal,2012,TV-14,43,['US'],7.0,7.7,72445.0,56.956,"['drama', 'thriller']",7.5
Teen Wolf,2011,TV-14,42,['US'],6.0,7.7,142717.0,233.468,"['fantasy', 'scifi']",8.219999999999999
Gravity Falls,2012,TV-Y7,23,['US'],2.0,8.3,2125.0,182.728,"['family', 'scifi']",8.475000000000001
Key & Peele,2012,TV-14,22,['US'],5.0,8.4,20391.0,16.505,"['action', 'comedy']",8.12
Last Man Standing,2011,TV-PG,23,['US'],9.0,7.5,33499.0,35.334,['comedy'],7.58
RuPaul's Drag Race All Stars,2012,TV-MA,50,['US'],10.0,8.5,7552.0,20.084,['reality'],8.305
Revenge,2011,TV-MA,43,['US'],4.0,7.9,118767.0,37.402,"['drama', 'thriller']",7.869999999999999
Steins;Gate,2011,TV-14,24,['JP'],2.0,8.8,57356.0,23.286,"['comedy', 'scifi']",8.725000000000001
Dance Moms,2011,TV-14,43,['US'],8.0,4.5,6254.0,47.252,['reality'],5.765000000000001
Don't Trust the B---- in Apartment 23,2012,TV-14,21,['US'],2.0,7.3,37055.0,20.929,['comedy'],7.209999999999999
Psycho-Pass,2012,TV-MA,27,['JP'],4.0,8.2,18061.0,36.48,"['action', 'scifi']",8.11
The Eric Andre Show,2012,TV-MA,12,['US'],5.0,8.6,17301.0,14.879,['comedy'],8.445
Catfish: The TV Show,2012,TV-14,41,['US'],9.0,7.1,8186.0,30.93,"['reality', 'romance']",7.244999999999999
Wilfred,2011,TV-MA,22,['US'],4.0,7.8,42178.0,17.8,"['comedy', 'drama']",7.865
My 600-lb Life,2012,TV-14,72,['US'],10.0,6.5,1665.0,17.171,['reality'],6.81
Duck Dynasty,2012,TV-14,24,['US'],11.0,6.2,10712.0,8.655,"['comedy', 'reality']",6.345000000000001
Nashville,2012,TV-14,43,['US'],6.0,7.7,25252.0,25.838,"['drama', 'music']",7.275
High School DxD,2012,TV-MA,25,['JP'],4.0,7.6,9505.0,141.943,"['animation', 'scifi']",8.26
The Amazing World of Gumball,2011,TV-Y7,10,"['GB', 'US']",6.0,8.3,29336.0,106.687,"['comedy', 'scifi']",8.52
Puella Magi Madoka Magica,2011,TV-14,24,['JP'],1.0,8.3,9055.0,17.086,"['scifi', 'thriller']",8.34
Bunheads,2012,TV-14,47,['US'],1.0,7.7,8339.0,10.382,"['comedy', 'drama']",7.59
The Mindy Project,2012,TV-PG,22,['US'],6.0,7.4,31442.0,23.523,['comedy'],6.945
The Voice,2011,TV-PG,49,"['NL', 'US']",21.0,6.4,12416.0,52.08,"['music', 'reality']",6.265000000000001
Switched at Birth,2011,TV-14,44,['US'],5.0,7.7,24860.0,41.122,"['drama', 'family']",7.77
The Future Diary,2011,TV-MA,25,['JP'],1.0,7.6,16767.0,28.204,"['action', 'romance']",7.81
Moone Boy,2012,TV-14,22,['GB'],3.0,8.1,6098.0,5.21,"['comedy', 'drama']",7.880000000000001
Body of Proof,2011,TV-14,47,['US'],3.0,7.2,17565.0,16.405,"['comedy', 'crime']",7.205
Homicide Hunter: Lt Joe Kenda,2011,TV-14,43,['US'],9.0,8.8,3148.0,7.643,"['crime', 'documentation']",8.86
Project Runway All Stars,2012,TV-PG,44,['US'],7.0,6.9,1764.0,4.824,['reality'],7.280000000000001
Fate/Zero,2011,TV-MA,25,['JP'],2.0,8.2,12568.0,40.567,"['action', 'scifi']",8.245
Kingdom,2012,TV-MA,25,['JP'],4.0,8.4,1599.0,23.291,"['action', 'drama']",8.615
The Secret of Crickley Hall,2012,TV-14,58,['GB'],1.0,6.8,3028.0,5.383,"['drama', 'horror']",7.1850000000000005
Mountain Men,2012,TV-PG,44,['US'],10.0,7.4,8.0,7.133,"['documentation', 'reality']",7.17
The Neighbors,2012,TV-PG,21,['US'],2.0,6.9,8467.0,16.242,"['comedy', 'scifi']",6.695
Saving Hope,2012,TV-14,43,['CA'],5.0,7.4,6914.0,25.793,"['drama', 'scifi']",7.35
ThunderCats,2011,TV-Y7,23,"['JP', 'US']",1.0,7.8,7098.0,19.501,"['animation', 'scifi']",8.0
Silk,2011,TV-14,59,['GB'],3.0,8.0,4906.0,4.722,['drama'],7.92
Blood-C,2011,TV-MA,24,['JP'],1.0,6.2,1538.0,27.925,"['scifi', 'thriller']",7.244999999999999
Shahs of Sunset,2012,TV-14,45,['US'],9.0,4.8,1571.0,7.181,"['documentation', 'reality']",5.869999999999999
Baby Daddy,2012,TV-14,22,['US'],6.0,6.0,10.0,27.199,"['comedy', 'drama']",6.695
Kamisama Kiss,2012,TV-PG,24,['JP'],2.0,8.1,3717.0,79.747,"['animation', 'scifi']",8.51
Brickleberry,2012,TV-MA,22,['US'],3.0,7.3,15716.0,39.729,"['animation', 'comedy']",7.3
America's Book of Secrets,2012,TV-14,43,['US'],4.0,6.7,861.0,4.294,['documentation'],7.27
Touch,2012,TV-14,44,['US'],2.0,7.3,42555.0,27.16,"['crime', 'scifi']",7.119999999999999
Doc McStuffins,2012,TV-G,22,['US'],6.0,6.6,2358.0,54.489,"['animation', 'family']",6.275
Beyond Scared Straight,2011,TV-PG,45,['US'],9.0,7.3,1159.0,4.976,"['crime', 'reality']",7.615
Love & Hip Hop Atlanta,2012,TV-14,41,['US'],10.0,5.3,795.0,8.427,['reality'],6.029999999999999
Jormungand,2012,TV-MA,24,['JP'],2.0,7.5,1190.0,21.704,"['action', 'crime']",7.76
Lights Out,2011,TV-MA,43,['US'],1.0,8.0,3163.0,6.163,"['action', 'drama']",8.055
Napoleon Dynamite,2012,TV-PG,22,['US'],1.0,6.4,3050.0,7.395,"['animation', 'comedy']",6.4
Guilty Crown,2011,TV-14,23,['JP'],2.0,7.1,4909.0,18.195,"['animation', 'scifi']",7.335
Ben 10: Omniverse,2012,TV-Y7,22,['US'],8.0,6.0,4974.0,43.059,"['action', 'animation']",7.235
Infinite Stratos,2011,TV-14,26,['JP'],2.0,6.6,1841.0,25.356,"['action', 'comedy']",7.355
The Fades,2011,TV-14,59,['GB'],1.0,7.6,6617.0,8.321,"['fantasy', 'scifi']",7.630000000000001
Maken-Ki! Battling Venus,2011,TV-MA,25,['JP'],2.0,5.9,433.0,24.91,"['action', 'comedy']",6.735
K-Project,2012,TV-14,24,['JP'],2.0,7.0,2316.0,29.38,"['action', 'comedy']",7.24
"Say ""I Love You.""",2012,TV-14,25,['JP'],1.0,5.6,10.0,17.991,"['animation', 'romance']",6.675
Celebrity Wife Swap,2012,TV-PG,43,['US'],4.0,4.3,543.0,0.6,['reality'],4.18
Accel World,2012,TV-14,24,['JP'],1.0,7.1,2093.0,17.344,"['action', 'scifi']",7.694999999999999
Hunderby,2012,TV-14,30,['GB'],2.0,7.3,1105.0,3.84,"['comedy', 'european']",7.75
Is This a Zombie?,2011,TV-MA,26,['JP'],2.0,6.9,1705.0,18.899,"['animation', 'scifi']",6.65
Haganai: I Don't Have Many Friends,2011,TV-MA,25,['JP'],2.0,7.1,2235.0,12.49,"['animation', 'comedy']",7.56
Breakout Kings,2011,TV-14,43,['US'],2.0,7.3,15531.0,16.01,"['action', 'drama']",7.074999999999999
Aesthetica of a Rogue Hero,2012,TV-MA,24,['JP'],1.0,6.9,1671.0,28.956,"['action', 'scifi']",7.325
Fugget About It,2012,TV-MA,22,['CA'],3.0,6.8,1199.0,5.545,"['comedy', 'crime']",7.635
Yu-Gi-Oh! Zexal,2011,TV-Y7,22,['JP'],6.0,5.0,900.0,21.874,"['action', 'scifi']",6.105
Malibu Country,2012,TV-PG,22,['US'],1.0,6.0,1807.0,4.763,['comedy'],5.3
State of Georgia,2011,TV-14,22,['US'],1.0,6.6,1059.0,1.65,['comedy'],6.949999999999999
Toriko,2011,TV-PG,23,['JP'],3.0,7.2,519.0,34.385,"['action', 'scifi']",7.25
Uta no Prince-sama,2011,TV-14,24,['JP'],4.0,6.4,116.0,14.519,"['animation', 'comedy']",6.985
Up to Speed,2012,TV-14,26,['US'],1.0,6.4,146.0,0.852,"['comedy', 'documentation']",6.4
NARUTO Spin-Off: Rock Lee & His Ninja Pals,2012,TV-Y7,23,['JP'],1.0,7.2,887.0,52.735,"['animation', 'comedy']",7.025
Code:Breaker,2012,TV-MA,24,['JP'],1.0,6.7,999.0,12.291,"['crime', 'scifi']",7.09
Aria the Scarlet Ammo,2011,TV-14,25,['JP'],1.0,6.6,687.0,10.914,"['action', 'animation']",7.130000000000001
Jane by Design,2012,TV-14,43,['US'],1.0,7.5,10358.0,7.972,"['comedy', 'drama']",7.49
Basketball Wives LA,2011,TV-14,42,['US'],6.0,3.9,331.0,2.731,['reality'],4.385
Corazon Valiente,2012,TV-14,44,['US'],1.0,7.0,308.0,120.323,"['action', 'crime']",7.51
Battleground,2012,,26,['US'],1.0,9.5,12.0,1.756,"['drama', 'war']",9.435
A Day in the Life,2011,,23,['US'],2.0,5.9,51.0,0.745,"['comedy', 'documentation']",6.15
Dead Boss,2012,TV-14,32,['GB'],1.0,6.4,600.0,3.321,['comedy'],6.535
Behind Closed Doors,2011,TV-14,45,['US'],1.0,7.7,39.0,8.082,"['action', 'crime']",7.680000000000001
Vikings,2013,TV-MA,45,['CA'],6.0,8.5,508388.0,344.245,"['action', 'drama']",8.395
Brooklyn Nine-Nine,2013,TV-14,22,['US'],8.0,8.4,293549.0,155.779,"['comedy', 'crime']",8.39
Rick and Morty,2013,TV-MA,22,['US'],5.0,9.2,473951.0,238.434,"['action', 'scifi']",9.06
Black Sails,2014,TV-MA,56,['US'],4.0,8.2,102055.0,64.722,"['action', 'drama']",7.975
Fargo,2014,TV-MA,54,['US'],4.0,8.9,362041.0,92.438,"['crime', 'drama']",8.685
Hannibal,2013,TV-MA,43,['US'],3.0,8.5,247955.0,79.261,"['drama', 'horror']",8.44
Nathan For You,2013,TV-14,25,['US'],4.0,8.9,25396.0,10.796,"['comedy', 'documentation']",8.55
Chicago P.D.,2014,TV-14,42,['US'],10.0,8.1,35309.0,302.633,"['crime', 'drama']",8.33
Sonic Boom,2014,TV-Y7,11,"['FR', 'US']",2.0,6.8,6123.0,251.614,"['action', 'scifi']",7.1850000000000005
black-ish,2014,TV-14,21,['US'],8.0,7.1,22208.0,41.262,"['comedy', 'documentation']",7.380000000000001
Over the Garden Wall,2014,TV-PG,11,['US'],1.0,8.8,51729.0,39.166,"['comedy', 'family']",8.725000000000001
The Curse of Oak Island,2014,TV-PG,45,['US'],9.0,6.9,301.0,54.1,"['documentation', 'thriller']",7.369999999999999
Naked and Afraid,2013,TV-14,48,['US'],14.0,6.5,4036.0,25.888,"['horror', 'reality']",6.945
Top of the Lake,2013,TV-MA,58,"['AU', 'GB', 'NZ', 'US']",2.0,7.5,34995.0,25.47,"['drama', 'thriller']",7.445
Broad City,2014,TV-MA,22,['US'],5.0,8.4,30516.0,15.67,"['comedy', 'drama']",8.030000000000001
The Goldbergs,2013,TV-PG,21,['US'],9.0,8.1,36499.0,82.215,['comedy'],8.105
Steven Universe,2013,TV-PG,11,['US'],6.0,8.2,32020.0,84.339,"['action', 'scifi']",8.425
Drunk History,2013,TV-14,21,['US'],7.0,7.8,10926.0,19.526,"['comedy', 'history']",7.459999999999999
MasterChef Junior,2013,TV-PG,43,['US'],8.0,6.8,2685.0,39.122,"['family', 'reality']",6.869999999999999
Power,2014,TV-MA,60,['US'],6.0,8.1,45373.0,62.662,"['crime', 'drama']",8.015
The Librarians,2014,TV-14,43,['US'],4.0,7.3,21467.0,21.108,"['action', 'drama']",7.435
The Bridge,2013,TV-MA,43,['US'],2.0,7.6,19045.0,22.73,"['drama', 'thriller']",7.359999999999999
The Last Ship,2014,TV-14,42,['US'],5.0,7.4,57813.0,50.576,"['drama', 'scifi']",7.215
You're the Worst,2014,TV-MA,25,['US'],5.0,8.1,25580.0,15.112,"['comedy', 'drama']",7.880000000000001
Mom,2013,TV-14,20,['US'],8.0,7.3,34249.0,61.818,"['comedy', 'drama']",7.435
The Strain,2014,TV-MA,46,['US'],4.0,7.3,79998.0,43.954,"['fantasy', 'scifi']",7.525
Tokyo Ghoul,2014,TV-MA,24,['JP'],4.0,7.8,49551.0,100.954,"['action', 'horror']",8.225
Teen Titans Go!,2013,TV-PG,12,['US'],7.0,5.3,20610.0,57.621,"['action', 'comedy']",6.255
Sirens,2014,TV-14,22,['US'],2.0,7.8,6133.0,9.254,"['comedy', 'romance']",7.505
Sleepy Hollow,2013,TV-14,44,['US'],4.0,7.3,60378.0,40.133,"['action', 'scifi']",7.48
Your Pretty Face Is Going to Hell,2013,TV-MA,11,['US'],4.0,7.8,2361.0,5.107,"['comedy', 'fantasy']",7.64
Space Dandy,2014,TV-14,24,['JP'],2.0,8.1,3954.0,13.593,"['action', 'animation']",7.835
Your Lie in April,2014,TV-PG,22,['JP'],1.0,8.5,25293.0,45.087,"['animation', 'music']",8.755
The Musketeers,2014,TV-14,56,['GB'],3.0,7.8,22080.0,22.752,"['action', 'drama']",7.505
Akame ga Kill!,2014,TV-MA,23,['JP'],1.0,7.8,22699.0,71.33,"['action', 'drama']",8.225
Parasyte -the maxim-,2014,TV-MA,22,['JP'],1.0,8.3,34870.0,49.144,"['action', 'scifi']",8.475000000000001
Vanderpump Rules,2013,TV-14,43,['US'],9.0,5.4,2618.0,15.936,['reality'],6.08
Please Like Me,2013,TV-MA,26,['AU'],4.0,8.5,17450.0,8.951,"['comedy', 'drama']",8.26
